facility_name,ward,subcounty,county,mfl_code,orgunitid,support_period,programs,mechanism_name,attribution_id
Kibingor Dispensary,Marigat Ward,Marigat Sub County,Baringo County,14851,3641,2018Q2,"FPRH,MCH,Nutrition,Training,WASH",Afya Uzazi,2045430
Kasok Dispensary,Saimoi/kipsaraman Ward,Baringo North Sub County,Baringo County,14812,12916,2018Q2,"FPRH,MCH,Nutrition,Training,WASH",Afya Uzazi,2045430
Tonymed Medical Clinic,Kiptagich Ward,Kuresoi South  Sub County,Nakuru County,16682,3872,2018Q2,"Nutrition, WASH",Afya Uzazi,2045430
Kimose Dispensary,Emining  Ward,Mogotio Sub County,Baringo County,20009,4367,2018Q2,"FPRH,MCH,Nutrition,Training,WASH",Afya Uzazi,2045430
Mochongoi Health Centre,Mochongoi Ward,Marigat Sub County,Baringo County,15192,1551,2018Q2,"FPRH,MCH,Nutrition,Training,WASH",Afya Uzazi,2045430
Waseges Dispensary,Kisanana  Ward,Mogotio Sub County,Baringo County,17096,11111,2018Q2,"FPRH,MCH,Nutrition,Training,WASH",Afya Uzazi,2045430
Kasoiyo Dispensary,Kapropita Ward,Baringo Central Sub County,Baringo County,20485,9901,2018Q2,"FPRH,MCH,Nutrition,Training,WASH",Afya Uzazi,2045430
St Martin De Porres (Static),Kamara Ward,Kuresoi North  Sub County,Nakuru County,15651,15751,2018Q2,"FPRH,MCH,Nutrition,Training,WASH",Afya Uzazi,2045430
Kamar Dispensary,Emining  Ward,Mogotio Sub County,Baringo County,17098,1679,2018Q2,"FPRH,MCH,Nutrition,Training,WASH",Afya Uzazi,2045430
Tebei Dispensary,Marigat Ward,Marigat Sub County,Baringo County,15712,14284,2018Q2,"FPRH,MCH,Nutrition,Training,WASH",Afya Uzazi,2045430
Kiptagich Model Health Centre,Kiptagich Ward,Kuresoi South  Sub County,Nakuru County,14924,15586,2018Q2,"FPRH,MCH,Nutrition,Training,WASH",Afya Uzazi,2045430
Cheptuech Dispensary,Kiptagich Ward,Kuresoi South  Sub County,Nakuru County,14374,15527,2018Q2,"FPRH,MCH,Nutrition,Training,WASH",Afya Uzazi,2045430
Chepakundi Dispensary,Amalo Ward,Kuresoi South  Sub County,Nakuru County,14328,8346,2018Q2,"FPRH,MCH,Nutrition,Training,WASH",Afya Uzazi,2045430
Kaplel Dispensary,Sacho Ward,Baringo Central Sub County,Baringo County,14735,1322,2018Q2,"FPRH,MCH,Nutrition,Training,WASH",Afya Uzazi,2045430
Tinet Dispensary,Tinet Ward,Kuresoi South  Sub County,Nakuru County,15728,15749,2018Q2,"FPRH,MCH,Nutrition,Training,WASH",Afya Uzazi,2045430
Sirikwa Health Centre,Sirikwa Ward,Kuresoi North  Sub County,Nakuru County,17858,15748,2018Q2,"FPRH,MCH,Nutrition,Training,WASH",Afya Uzazi,2045430
Total Dispensary,Kamara Ward,Kuresoi North  Sub County,Nakuru County,16403,15752,2018Q2,"FPRH,MCH,Nutrition,Training,WASH",Afya Uzazi,2045430
Bartolimo Dispensary,Saimoi/kipsaraman Ward,Baringo North Sub County,Baringo County,14242,4702,2018Q2,"FPRH,MCH,Nutrition,Training,WASH",Afya Uzazi,2045430
Yatya Dispensary,Saimo/soi Ward,Baringo North Sub County,Baringo County,15785,12255,2018Q2,"FPRH,MCH,Nutrition,Training,WASH",Afya Uzazi,2045430
Tiloi Dispensary,Kabartonjo Ward,Baringo North Sub County,Baringo County,20470,1429,2018Q2,"FPRH,MCH,Nutrition,Training,WASH",Afya Uzazi,2045430
Ochii Dispensary,Tenges Ward,Baringo Central Sub County,Baringo County,15382,1207,2018Q2,"FPRH,MCH,Nutrition,Training,WASH",Afya Uzazi,2045430
Ol-Arabel Dispensary,Mochongoi Ward,Marigat Sub County,Baringo County,15386,10549,2018Q2,"FPRH,MCH,Nutrition,Training,WASH",Afya Uzazi,2045430
Kinyach Dispensary,Bartabwa Ward,Baringo North Sub County,Baringo County,14888,10906,2018Q2,"FPRH,MCH,Nutrition,Training,WASH",Afya Uzazi,2045430
Sutyechun Dispensary,Saimo/soi Ward,Baringo North Sub County,Baringo County,17103,10793,2018Q2,"FPRH,MCH,Nutrition,Training,WASH",Afya Uzazi,2045430
Masaita Dispensary,Nyota Ward,Kuresoi North  Sub County,Nakuru County,21604,293320,2018Q2,"FPRH,MCH,Nutrition,Training,WASH",Afya Uzazi,2045430
Kabartonjo District Hospital,Kabartonjo Ward,Baringo North Sub County,Baringo County,14609,5218,2018Q2,"FPRH,MCH,Nutrition,Training,WASH",Afya Uzazi,2045430
Mogorwa Health Centre,Tenges Ward,Baringo Central Sub County,Baringo County,15197,6908,2018Q2,"FPRH,MCH,Nutrition,Training,WASH",Afya Uzazi,2045430
Emitik Dispensary,Kiptagich Ward,Kuresoi South  Sub County,Nakuru County,14447,8419,2018Q2,"FPRH,MCH,Nutrition,Training,WASH",Afya Uzazi,2045430
Oldebes Dispensary,Kisanana  Ward,Mogotio Sub County,Baringo County,17090,1755,2018Q2,"FPRH,MCH,Nutrition,Training,WASH",Afya Uzazi,2045430
Kabogor Dispensary,Emining  Ward,Mogotio Sub County,Baringo County,20007,1604,2018Q2,"FPRH,MCH,Nutrition,Training,WASH",Afya Uzazi,2045430
Kiptoim Dispensary,Mogotio  Ward,Mogotio Sub County,Baringo County,20011,5673,2018Q2,"FPRH,MCH,Nutrition,Training,WASH",Afya Uzazi,2045430
Tionybei Medical Clinic,Kabarnet Ward,Baringo Central Sub County,Baringo County,18746,12196,2018Q2,"FPRH,MCH,Nutrition,Training,WASH",Afya Uzazi,2045430
Keringet Sub County Hospital,Keringet Ward,Kuresoi South  Sub County,Nakuru County,14836,13376,2018Q2,"FPRH,MCH,Nutrition,Training,WASH",Afya Uzazi,2045430
Kerol Health Centre,Keringet Ward,Kuresoi South  Sub County,Nakuru County,14839,9139,2018Q2,"FPRH,MCH,Nutrition,Training,WASH",Afya Uzazi,2045430
Kewamoi Dispensary,Nyota Ward,Kuresoi North  Sub County,Nakuru County,16415,3312,2018Q2,"FPRH,MCH,Nutrition,Training,WASH",Afya Uzazi,2045430
Molos Dispensary,Emining  Ward,Mogotio Sub County,Baringo County,15216,4665,2018Q2,"FPRH,MCH,Nutrition,Training,WASH",Afya Uzazi,2045430
Githiriga Dispensary,Nyota Ward,Kuresoi North  Sub County,Nakuru County,16394,13346,2018Q2,"FPRH,MCH,Nutrition,Training,WASH",Afya Uzazi,2045430
Ngetmoi Dispensary,Kabarnet Ward,Baringo Central Sub County,Baringo County,15346,10627,2018Q2,"FPRH,MCH,Nutrition,Training,WASH",Afya Uzazi,2045430
Kuikui Dispensary,Barwessa Ward,Baringo North Sub County,Baringo County,14998,10872,2018Q2,"FPRH,MCH,Nutrition,Training,WASH",Afya Uzazi,2045430
Moigutwo Dispensary,Bartabwa Ward,Baringo North Sub County,Baringo County,17115,2145,2018Q2,"FPRH,MCH,Nutrition,Training,WASH",Afya Uzazi,2045430
Atiar Dispensary,Bartabwa Ward,Baringo North Sub County,Baringo County,14220,2042,2018Q2,"FPRH,MCH,Nutrition,Training,WASH",Afya Uzazi,2045430
Kipsogon Dispensary,Mogotio  Ward,Mogotio Sub County,Baringo County,17099,1694,2018Q2,"FPRH,MCH,Nutrition,Training,WASH",Afya Uzazi,2045430
Kampi Samaki Health Centre,Iichamus,Marigat Sub County,Baringo County,14677,2430,2018Q2,"FPRH,MCH,Nutrition,Training,WASH",Afya Uzazi,2045430
Neema Highway Medical Home,Kamara Ward,Kuresoi North  Sub County,Nakuru County,20147,13490,2018Q2,"Nutrition, WASH",Afya Uzazi,2045430
Kapchepkor Dispensary,Saimoi/kipsaraman Ward,Baringo North Sub County,Baringo County,14694,13291,2018Q2,"FPRH,MCH,Nutrition,Training,WASH",Afya Uzazi,2045430
Kaptorokwa Dispensary,Ewalel/chapchap Ward,Baringo Central Sub County,Baringo County,14775,10645,2018Q2,"FPRH,MCH,Nutrition,Training,WASH",Afya Uzazi,2045430
Mwangate Dispensary,Keringet Ward,Kuresoi South  Sub County,Nakuru County,16395,5139,2018Q2,"FPRH,MCH,Nutrition,Training,WASH",Afya Uzazi,2045430
Eldume dispensary,Iichamus,Marigat Sub County,Baringo County,17351,13662,2018Q2,"FPRH,MCH,Nutrition,Training,WASH",Afya Uzazi,2045430
Mormorio Dispensary,Kabartonjo Ward,Baringo North Sub County,Baringo County,15223,7481,2018Q2,"FPRH,MCH,Nutrition,Training,WASH",Afya Uzazi,2045430
Kiptororo Dispensary,Kiptororo Ward,Kuresoi North  Sub County,Nakuru County,16404,15534,2018Q2,"FPRH,MCH,Nutrition,Training,WASH",Afya Uzazi,2045430
Riwo Dispensary,Ewalel/chapchap Ward,Baringo Central Sub County,Baringo County,15487,1356,2018Q2,"FPRH,MCH,Nutrition,Training,WASH",Afya Uzazi,2045430
Kabarnet Womens' Clinic,Kabarnet Ward,Baringo Central Sub County,Baringo County,17595,10694,2018Q2,"FPRH,MCH,Nutrition,Training,WASH",Afya Uzazi,2045430
Baringo County Referral Hospital,Kabarnet Ward,Baringo Central Sub County,Baringo County,14607,1916,2018Q2,"FPRH,MCH,Nutrition,Training,WASH",Afya Uzazi,2045430
Kisok Dispensary,Kapropita Ward,Baringo Central Sub County,Baringo County,14944,10603,2018Q2,"FPRH,MCH,Nutrition,Training,WASH",Afya Uzazi,2045430
Kokwo Dispensary,Iichamus,Marigat Sub County,Baringo County,14976,10210,2018Q2,"FPRH,MCH,Nutrition,Training,WASH",Afya Uzazi,2045430
Kimugul Dispensary (Baringo North),Saimoi/kipsaraman Ward,Baringo North Sub County,Baringo County,14881,10829,2018Q2,"FPRH,MCH,Nutrition,Training,WASH",Afya Uzazi,2045430
Seretunin Health Centre,Ewalel/chapchap Ward,Baringo Central Sub County,Baringo County,15549,12190,2018Q2,"FPRH,MCH,Nutrition,Training,WASH",Afya Uzazi,2045430
Tenges Health Centre,Tenges Ward,Baringo Central Sub County,Baringo County,15718,2748,2018Q2,"FPRH,MCH,Nutrition,Training,WASH",Afya Uzazi,2045430
Kapkitony Dispesary,Kabiemit  Ward,Keiyo South Sub County,Elgeyo-Marakwet County,14719,10510,2018Q2,"FPRH,MCH,Nutrition,Training,WASH",Afya Uzazi,2045430
Bararget Dispensary,Keringet Ward,Kuresoi South  Sub County,Nakuru County,17302,9195,2018Q2,"FPRH,MCH,Nutrition,Training,WASH",Afya Uzazi,2045430
Kibiryokwonin Dispensary,Saimoi/kipsaraman Ward,Baringo North Sub County,Baringo County,17102,10855,2018Q2,"FPRH,MCH,Nutrition,Training,WASH",Afya Uzazi,2045430
Sumeiyon Dispensary,Kabartonjo Ward,Baringo North Sub County,Baringo County,15684,3649,2018Q2,"FPRH,MCH,Nutrition,Training,WASH",Afya Uzazi,2045430
Tulwet Dispensary (Kuresoi),Kiptororo Ward,Kuresoi North  Sub County,Nakuru County,16393,11824,2018Q2,"FPRH,MCH,Nutrition,Training,WASH",Afya Uzazi,2045430
Poi Dispensary,Saimoi/kipsaraman Ward,Baringo North Sub County,Baringo County,15465,10845,2018Q2,"FPRH,MCH,Nutrition,Training,WASH",Afya Uzazi,2045430
Salawa Catholic Mission Dispensary Phc,Kabarnet Ward,Baringo Central Sub County,Baringo County,15521,12724,2018Q2,"FPRH,MCH,Nutrition,Training,WASH",Afya Uzazi,2045430
Mugurin Dispensary,Kisanana  Ward,Mogotio Sub County,Baringo County,15246,4372,2018Q2,"FPRH,MCH,Nutrition,Training,WASH",Afya Uzazi,2045430
Nyimbei  Dispensary,Mochongoi Ward,Marigat Sub County,Baringo County,17349,3068,2018Q2,"FPRH,MCH,Nutrition,Training,WASH",Afya Uzazi,2045430
Koriema Dispensary,Marigat Ward,Marigat Sub County,Baringo County,14990,1541,2018Q2,"FPRH,MCH,Nutrition,Training,WASH",Afya Uzazi,2045430
Bekibon Dispensary,Marigat Ward,Marigat Sub County,Baringo County,14246,14283,2018Q2,"FPRH,MCH,Nutrition,Training,WASH",Afya Uzazi,2045430
Koitebes Dispensary,Mogotio  Ward,Mogotio Sub County,Baringo County,14968,10383,2018Q2,"FPRH,MCH,Nutrition,Training,WASH",Afya Uzazi,2045430
Sandai Dispensary,Mochongoi Ward,Marigat Sub County,Baringo County,15527,1566,2018Q2,"FPRH,MCH,Nutrition,Training,WASH",Afya Uzazi,2045430
Mau Summit Medical Clinic,Kamara Ward,Kuresoi North  Sub County,Nakuru County,15157,15591,2018Q2,"FPRH,MCH,Nutrition,Training,WASH",Afya Uzazi,2045430
Ndoinet Dispensary,Kiptororo Ward,Kuresoi North  Sub County,Nakuru County,15326,15704,2018Q2,"FPRH,MCH,Nutrition,Training,WASH",Afya Uzazi,2045430
Olenguruone Sub-District Hospital,Amalo Ward,Kuresoi South  Sub County,Nakuru County,15398,15730,2018Q2,"FPRH,MCH,Nutrition,Training,WASH",Afya Uzazi,2045430
Chebaraa Dispensary,Keringet Ward,Kuresoi South  Sub County,Nakuru County,14291,15502,2018Q2,"FPRH,MCH,Nutrition,Training,WASH",Afya Uzazi,2045430
Rondonin Dispensary,Saimo/soi Ward,Baringo North Sub County,Baringo County,17101,10830,2018Q2,"FPRH,MCH,Nutrition,Training,WASH",Afya Uzazi,2045430
Chepkinoiyo Dispensary,Nyota Ward,Kuresoi North  Sub County,Nakuru County,21601,293318,2018Q2,"FPRH,MCH,Nutrition,Training,WASH",Afya Uzazi,2045430
Bartabwa Healty Centre,Bartabwa Ward,Baringo North Sub County,Baringo County,14241,10885,2018Q2,"FPRH,MCH,Nutrition,Training,WASH",Afya Uzazi,2045430
Barsemoi dispensary,Marigat Ward,Marigat Sub County,Baringo County,17056,9575,2018Q2,"FPRH,MCH,Nutrition,Training,WASH",Afya Uzazi,2045430
Kimgorom Dispensary,Mogotio  Ward,Mogotio Sub County,Baringo County,20006,12964,2018Q2,"FPRH,MCH,Nutrition,Training,WASH",Afya Uzazi,2045430
Kituro Health Centre,Ewalel/chapchap Ward,Baringo Central Sub County,Baringo County,14953,1325,2018Q2,"FPRH,MCH,Nutrition,Training,WASH",Afya Uzazi,2045430
Neema Clinic,Mogotio  Ward,Mogotio Sub County,Baringo County,20407,10063,2018Q2,"FPRH,MCH,Nutrition,Training,WASH",Afya Uzazi,2045430
Sore Dispensary,Mogotio  Ward,Mogotio Sub County,Baringo County,15613,4669,2018Q2,"FPRH,MCH,Nutrition,Training,WASH",Afya Uzazi,2045430
Kimoriot Dispensary,Mochongoi Ward,Marigat Sub County,Baringo County,20471,10035,2018Q2,"FPRH,MCH,Nutrition,Training,WASH",Afya Uzazi,2045430
Kapluk Dispensary,Barwessa Ward,Baringo North Sub County,Baringo County,14743,4719,2018Q2,"FPRH,MCH,Nutrition,Training,WASH",Afya Uzazi,2045430
Ng'Endalel Dispensary,Kisanana  Ward,Mogotio Sub County,Baringo County,17097,1713,2018Q2,"FPRH,MCH,Nutrition,Training,WASH",Afya Uzazi,2045430
Kiserian Dispensary,Mukutani    Ward,Marigat Sub County,Baringo County,14941,1524,2018Q2,"FPRH,MCH,Nutrition,Training,WASH",Afya Uzazi,2045430
Emining Health Centre,Emining  Ward,Mogotio Sub County,Baringo County,14446,10412,2018Q2,"FPRH,MCH,Nutrition,Training,WASH",Afya Uzazi,2045430
Kipsacho Dispensary,Sacho Ward,Baringo Central Sub County,Baringo County,14907,2681,2018Q2,"FPRH,MCH,Nutrition,Training,WASH",Afya Uzazi,2045430
Marigat Sub District Hospital,Marigat Ward,Marigat Sub County,Baringo County,15138,1550,2018Q2,"FPRH,MCH,Nutrition,Training,WASH",Afya Uzazi,2045430
Kapkombe Dispensary,Saimoi/kipsaraman Ward,Baringo North Sub County,Baringo County,20467,10842,2018Q2,"FPRH,MCH,Nutrition,Training,WASH",Afya Uzazi,2045430
Timboiywo Dispensary,Sacho Ward,Baringo Central Sub County,Baringo County,15724,12827,2018Q2,"FPRH,MCH,Nutrition,Training,WASH",Afya Uzazi,2045430
Mogotio Catholic Dispensary,Mogotio  Ward,Mogotio Sub County,Baringo County,15198,9940,2018Q2,"FPRH,MCH,Nutrition,Training,WASH",Afya Uzazi,2045430
Kipkitur Dispensary,Kisanana  Ward,Mogotio Sub County,Baringo County,17091,10215,2018Q2,"FPRH,MCH,Nutrition,Training,WASH",Afya Uzazi,2045430
Kasitet Dispensary,Kapropita Ward,Baringo Central Sub County,Baringo County,14811,10623,2018Q2,"FPRH,MCH,Nutrition,Training,WASH",Afya Uzazi,2045430
Muchukwo Dispensary,Barwessa Ward,Baringo North Sub County,Baringo County,15243,3998,2018Q2,"FPRH,MCH,Nutrition,Training,WASH",Afya Uzazi,2045430
Tirriondonin Dispensary,Kabartonjo Ward,Baringo North Sub County,Baringo County,15730,12234,2018Q2,"FPRH,MCH,Nutrition,Training,WASH",Afya Uzazi,2045430
Ainamoi Dispensary,Kiptagich Ward,Kuresoi South  Sub County,Nakuru County,19885,7229,2018Q2,"FPRH,MCH,Nutrition,Training,WASH",Afya Uzazi,2045430
Sirata Dispensary,Mukutani    Ward,Marigat Sub County,Baringo County,17350,1580,2018Q2,"FPRH,MCH,Nutrition,Training,WASH",Afya Uzazi,2045430
Marigat Catholic Mission,Marigat Ward,Marigat Sub County,Baringo County,15137,1549,2018Q2,"FPRH,MCH,Nutrition,Training,WASH",Afya Uzazi,2045430
Magonoi Dispensary,Kabarnet Ward,Baringo Central Sub County,Baringo County,20486,7179,2018Q2,"FPRH,MCH,Nutrition,Training,WASH",Afya Uzazi,2045430
Kaptiony Dispensary,Barwessa Ward,Baringo North Sub County,Baringo County,14785,2101,2018Q2,"FPRH,MCH,Nutrition,Training,WASH",Afya Uzazi,2045430
Molok Dispensary,Emining  Ward,Mogotio Sub County,Baringo County,15215,6886,2018Q2,"FPRH,MCH,Nutrition,Training,WASH",Afya Uzazi,2045430
Illinga'Rua Dispensary,Iichamus,Marigat Sub County,Baringo County,14568,1461,2018Q2,"FPRH,MCH,Nutrition,Training,WASH",Afya Uzazi,2045430
Maji Moto Dispensary,Kisanana  Ward,Mogotio Sub County,Baringo County,15112,4371,2018Q2,"FPRH,MCH,Nutrition,Training,WASH",Afya Uzazi,2045430
Akorian Dispensary,Saimo/soi Ward,Baringo North Sub County,Baringo County,20481,2085532,2018Q2,"FPRH,MCH,Nutrition,Training,WASH",Afya Uzazi,2045430
Kabarnet Faith Clinic,Kabarnet Ward,Baringo Central Sub County,Baringo County,17492,13218,2018Q2,"Nutrition, WASH",Afya Uzazi,2045430
Kaplamai Dispensary,Amalo Ward,Kuresoi South  Sub County,Nakuru County,17301,3200,2018Q2,"FPRH,MCH,Nutrition,Training,WASH",Afya Uzazi,2045430
Kiptagich Tegat Dispensary,Kiptagich Ward,Kuresoi South  Sub County,Nakuru County,14925,12629,2018Q2,"FPRH,MCH,Nutrition,Training,WASH",Afya Uzazi,2045430
Sirwa Dispensary (Mogotio),Mogotio  Ward,Mogotio Sub County,Baringo County,15593,11109,2018Q2,"FPRH,MCH,Nutrition,Training,WASH",Afya Uzazi,2045430
Mungetho Dispensary,Nyota Ward,Kuresoi North  Sub County,Nakuru County,20618,5813,2018Q2,"FPRH,MCH,Nutrition,Training,WASH",Afya Uzazi,2045430
Ngubereti Health Centre,Mogotio  Ward,Mogotio Sub County,Baringo County,15353,1734,2018Q2,"FPRH,MCH,Nutrition,Training,WASH",Afya Uzazi,2045430
Kaptum Dispensary,Kabartonjo Ward,Baringo North Sub County,Baringo County,14788,3693,2018Q2,"FPRH,MCH,Nutrition,Training,WASH",Afya Uzazi,2045430
Sasimua Dispensary,Nyota Ward,Kuresoi North  Sub County,Nakuru County,20617,15746,2018Q2,"FPRH,MCH,Nutrition,Training,WASH",Afya Uzazi,2045430
Lelgut Dispensary,Tenges Ward,Baringo Central Sub County,Baringo County,20488,5372,2018Q2,"FPRH,MCH,Nutrition,Training,WASH",Afya Uzazi,2045430
Chemaner Dispensary (Kuresoi),Tinet Ward,Kuresoi South  Sub County,Nakuru County,14312,9110,2018Q2,"FPRH,MCH,Nutrition,Training,WASH",Afya Uzazi,2045430
Ikumbi Health Centre,Nyota Ward,Kuresoi North  Sub County,Nakuru County,14559,15503,2018Q2,"FPRH,MCH,Nutrition,Training,WASH",Afya Uzazi,2045430
Cheplambus Dispensary,Tenges Ward,Baringo Central Sub County,Baringo County,14352,3618,2018Q2,"FPRH,MCH,Nutrition,Training,WASH",Afya Uzazi,2045430
Keturwo Dispensary,Barwessa Ward,Baringo North Sub County,Baringo County,14843,10784,2018Q2,"FPRH,MCH,Nutrition,Training,WASH",Afya Uzazi,2045430
Kapsimbeiywo Dispensary,Keringet Ward,Kuresoi South  Sub County,Nakuru County,16414,3272,2018Q2,"FPRH,MCH,Nutrition,Training,WASH",Afya Uzazi,2045430
Emsos Dispensary,Kisanana  Ward,Mogotio Sub County,Baringo County,20010,2062012,2018Q2,"FPRH,MCH,Nutrition,Training,WASH",Afya Uzazi,2045430
Katibel Dispensary,Barwessa Ward,Baringo North Sub County,Baringo County,14817,12721,2018Q2,"FPRH,MCH,Nutrition,Training,WASH",Afya Uzazi,2045430
Kisanana Health Centre,Kisanana  Ward,Mogotio Sub County,Baringo County,14940,4710,2018Q2,"FPRH,MCH,Nutrition,Training,WASH",Afya Uzazi,2045430
Kisonei Dispensary,Tenges Ward,Baringo Central Sub County,Baringo County,16672,10507,2018Q2,"FPRH,MCH,Nutrition,Training,WASH",Afya Uzazi,2045430
Likwon Dispensary,Barwessa Ward,Baringo North Sub County,Baringo County,15036,3653,2018Q2,"FPRH,MCH,Nutrition,Training,WASH",Afya Uzazi,2045430
Chesongo Dispensary,Kabarnet Ward,Baringo Central Sub County,Baringo County,17018,10716,2018Q2,"FPRH,MCH,Nutrition,Training,WASH",Afya Uzazi,2045430
Kaptumin Dispensary,Kabartonjo Ward,Baringo North Sub County,Baringo County,14790,10768,2018Q2,"FPRH,MCH,Nutrition,Training,WASH",Afya Uzazi,2045430
Olkokwe Dispensary,Kisanana  Ward,Mogotio Sub County,Baringo County,15410,4351,2018Q2,"FPRH,MCH,Nutrition,Training,WASH",Afya Uzazi,2045430
Kuresoi Health Centre,Kiptororo Ward,Kuresoi North  Sub County,Nakuru County,16683,15587,2018Q2,"FPRH,MCH,Nutrition,Training,WASH",Afya Uzazi,2045430
Talai Dispensary,Ewalel/chapchap Ward,Baringo Central Sub County,Baringo County,15701,10749,2018Q2,"FPRH,MCH,Nutrition,Training,WASH",Afya Uzazi,2045430
Manyatta Dispensary,Heilu/Manyatta Ward,Moyale  Sub County,Marsabit County,17581,12772,2018Q2,Nutrition,FHI360 - Nutrition and HIV Program,290977
Lesidai Dispensary,Loosuk Ward,Samburu Central Sub County,Samburu County,17275,1212,2018Q2,Nutrition,FHI360 - Nutrition and HIV Program,290977
Don Bosco Korr Dispensary,Korr/ngurunit Ward,Laisamis  Sub County,Marsabit County,12385,14413,2018Q2,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kavisuni Dispensary,Kisasi Ward,Kitui Rural Sub County,Kitui County,12259,6313,2018Q2,Nutrition,FHI360 - Nutrition and HIV Program,290977
Amukura Health Centre,Amukura east Ward,Teso South Sub County,Busia County,15798,10699,2018Q2,Nutrition,FHI360 - Nutrition and HIV Program,290977
Sirata Oirobi Dispensary,Porro Ward,Samburu Central Sub County,Samburu County,15590,10975,2018Q2,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kolanya Salvation Army Dispensary,Ang'urai east Ward,Teso North Sub County,Busia County,15953,10811,2018Q2,Nutrition,FHI360 - Nutrition and HIV Program,290977
Gatab Health Centre,Loiyangalani Ward,Laisamis  Sub County,Marsabit County,12030,11120,2018Q2,Nutrition,FHI360 - Nutrition and HIV Program,290977
Namusala Community Dispensary,Elugulu Ward,Butula Sub County,Busia County,21059,5805,2018Q2,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kakeani Health Centre,Mutonguni Ward,Kitui West  Sub County,Kitui County,12134,4022,2018Q2,Nutrition,FHI360 - Nutrition and HIV Program,290977
Ndakani (Syamatani) Dispensary,Mutha Ward,Kitui South Sub County,Kitui County,17817,4560,2018Q2,Nutrition,FHI360 - Nutrition and HIV Program,290977
Suguta Marmar Health Centre,Saguta Marmar Ward,Samburu Central Sub County,Samburu County,15682,10874,2018Q2,Nutrition,FHI360 - Nutrition and HIV Program,290977
Itongolani Dispensary,Kiomo/kyethani Ward,Mwingi West Sub County,Kitui County,12099,7742,2018Q2,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kyambiti Dispensary,Mulango Ward,Kitui Central  Sub County,Kitui County,18083,6456,2018Q2,Nutrition,FHI360 - Nutrition and HIV Program,290977
Maikona  Catholic Dispensary,Maikona Ward,North Horr  Sub County,Marsabit County,12446,13281,2018Q2,Nutrition,FHI360 - Nutrition and HIV Program,290977
Masimba Dispensary,Kanyangi Ward,Kitui Rural Sub County,Kitui County,18509,10085,2018Q2,Nutrition,FHI360 - Nutrition and HIV Program,290977
Matinyani Health Centre,Matinyani Ward,Kitui West  Sub County,Kitui County,12486,6846,2018Q2,Nutrition,FHI360 - Nutrition and HIV Program,290977
