facility_name,mfl_code,orgunitid,support_period,programs,mechanism_name,attribution_id
Mikumbune Sub-District Hospital,12526,12672,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Iruri Dispensary,10354,8478,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Mirogi Health Centre,13813,8246,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Warazo Rural Health Centre,11176,5842,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Garissa County Referral Hospital,13346,4234,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Consolata Hospital (Nkubu),11976,9843,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kaboson Health Centre,14628,7560,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Cottolengo Mission Hospital,11977,9976,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kiamwathi Medical Clinic,10547,12697,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kinanie Dispensary,12321,6465,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Asumbi Health Centre,13488,8425,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Engineer District Hospital,10171,8558,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Muthara Sub-District Hospital,12591,3643,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Nyadenda Health Centre,13870,5013,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Gaichanjiru Hospital,10199,7755,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Nandarasi Dispensary,10820,6250,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kiogoro Sub-County Hospital,13696,13882,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Magutuni District Hospital,12445,11733,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kiangwenyi Clinic,10561,9072,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kiamabara Health Centre,10530,4906,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Police Line Dispensary (Garissa),13420,12660,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Family Care Medical Centre (Meru),12015,3050,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Thangathi Health Centre,11090,16957,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kasongo Dispensary,16282,6337,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Kuja Dispensary,13724,7399,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Dede Dispensary,13532,5164,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
St Monica Mission Hospital,14120,6936,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Koloo Dispensary,17038,7734,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Holo Dispensary,17118,11902,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Lwanda Dispensary,13741,2221,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Nehemiah International Dispensary,18338,6421,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Umbrella Health Clinic,,7054,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Isibania Mission Health Centre,13624,3062,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Nyakuru Dispensary,13885,8027,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Migori T T C Dispensary,13806,14677,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Nyarongi Dispensary,13940,7545,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Oyani Health Centre,14009,7494,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Riat Dispensary (Migori),14047,1319,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Kochieng Health Centre,21671,13059,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Mogori-Komasimo Health Centre,16721,14158,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Oriang Alwala Dispensary,18086,6542,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Suna Ragana Dispensary,14136,7368,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Awasi Mission Health Center,13491,9692,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Ulanda Dispensary,14157,11541,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Nyangore Dispensary,20501,6448,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Magina Health Center,18430,5122,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Kengen Clinic,13669,9367,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Tuungane Centre Rongo,18502,2316,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Avenue Health Care Clinic,13490,12858,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Mama Maria Clinic,13765,7451,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Kandege Health Center,13652,14438,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Health Mountain Hospital,13601,7195,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Thim Lich Dispensary,16278,2272,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Obumba Dispensary,13956,6468,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Ogongo Community Dispensary,20960,2274,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Masaria Dispensary,21193,4655,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Getontira Clinic,13571,12590,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Mama Caro Clinic,13762,3986,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Hongo Ogosa Health Center,13609,6290,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
St Monica Rapogi Health Centre,14121,7663,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Ahero County Hospital,13468,7552,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Sondu Health Centre,14096,9259,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Kadhiambo Dispensary,21657,13087,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Bahati Medical Clinic Migori,17733,2093,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Migere Dispensary,21487,6417,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Namba Kodero Dispensary,16273,2273,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Nyalunya Dispensary,13890,6443,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Sony Medical Centre,14097,7718,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Got Nyabondo Dispensary,13591,13203,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Getongoroma Dispensary,13569,14127,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Omulo Dispensary,20067,11207,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Obware Dispensary,20568,1318,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Imc Tekelza Dice Clinic -Migori,18897,2578,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Ngisiru Dispensary,13851,11454,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Nyametaburo Health Centre,13909,7116,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Kotunga Dispensary,21899,14291,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Kibigori Dispensary,13687,2569,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Oboch Dispensary,13955,8577,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Kituka Dispensary,13706,7590,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Pedo Dispensary,18725,6639,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Radienya Dispensary,18722,6691,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Kugitimo Health Centre,13723,7156,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Kisumu International Airport Dispensary,17553,6339,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Agro Chemical,19815,10017,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Maseno University(Kisumu Town Campus),20905,6391,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Guru Nanak Dispensary,13596,6287,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Suna Rabuor Dispensary,14135,2523,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Ratta Health Centre,14040,11969,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Ongo Health Centre,13989,8379,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Nyamagongwi Dispensary,22110,3409,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Kinasia Dispensary,13694,7709,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Nyabondo Mission Hospital,13864,9285,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
LVCT DICE Clinic Muhuru,19930,3141,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Lake Basin Development Authority (Lbda) Dispensary(Closed),13730,14225,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Kumoni Dispensary,16271,4907,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
LIZA MEDICAL CLINIC,21707,2350,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Avenue Hospital Kisumu,,10168,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Got Kachola Dispensary,19928,3776,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Impact Research-Tuungane (Nyando),18456,9703,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Maseno Mission Hospital,13781,9983,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
LVCT DICE Clinic Karungu,19929,13223,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Kuoyo Kaila Dispensary,17171,13311,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
St Akidiva Memorial Hospital,14101,5206,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Migosi Sub County Hospital,13807,6418,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Kemakoba Dispensary,20247,6803,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Central Clinic (Kisumu East),13520,9787,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Star Maternity & Nursing Home,14129,6938,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Kitere Dispensary,17341,1367,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Kogelo Oasis Medical Clinic,21157,2423,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Kisumu County Beyond Zero Mobile Clinic,20965,8485,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Rang'ul Dispensary,21039,6786,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
LVCT Health -Kisumu,16662,13379,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Motemorabu Dispensary,13824,7239,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Nyakurungoto Dispensary,16275,3089,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Kolenyo Dispensary,17172,6342,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
P&D Clinic,21138,14074,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Otieno Owala Dispensary,20024,6618,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Family Health Options Kenya (FHOK) Dispensary,13552,9813,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
God Jope Dispensary,13582,2502,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Nyankore Health Center,21101,9980,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Ladopharma Medical Centre,18898,14718,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Lwala Kadawa Health Centre,17174,6366,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Boya Nursing Home,13516,9721,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Kipingi Dispensary,16269,5087,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
St Clare Bolo Health Centre,14104,6864,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Bongu Konyango Dispensary,22192,2971,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Bar Korwa Health Centre,13498,1208,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Shalom Medical Clinic,20028,6834,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Asat Beach Dispensary,13487,13341,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Mariwa Health Centre,13778,7617,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Komotobo Mission Health Centre,13717,3037,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Taragai Dispensary,14143,6998,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Anding'o Opanga Dispensary,13477,4897,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Tisinye Health Centre,14149,13900,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Oren Health Centre,18800,12435,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Nyaitara Dispensary,16666,7238,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Mother Solbritt Hospital,21467,5177,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Giribe Dispensary,13576,2720,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Kombewa County Refferal Hospital,13714,6344,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Ogen Health Center,13965,14436,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Ngere Dispensary,13850,2323,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Diruma Dispensary,16268,2168,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Victoria Medical Clinic,16262,13382,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
The Hope Medical Centre-Awasi,18415,5124,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Anjego Dispensary,13480,14795,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Girigiri Dispensary,16665,6653,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Bondo Dispensary,21191,4365,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Oruba Nursing and Maternity Home,13993,7449,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Oriang Kanyadwera Dispensary,18422,6591,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
St Elizabeth Chiga Mission Hospital,14106,6895,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Milenye Dispensary,20332,3523,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Katolo-Manyatta Dispensary,18421,9611,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Huduma Clinic,13610,7235,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
