facility_name,mfl_code,support_period,programs,mechanism_name,attribution_id
Hongwe Catholic Dispensary,11412,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kakuma Mission Hospital,14655,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Baraka Health Centre,17757,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Doldol Sub County Hospital,14404,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Maragua District Hospital,10686,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Difathas Health Centre,10110,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Coast Province General Hospital,11289,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
GK Prison Dispensary (Athi River),14517,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kiwamu Dispensary,14954,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Gatundu District Hospital,10233,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Ghazi Dispensary,11390,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kimolwet Dispensary,14875,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Baraka Maternity Home,14230,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Lucky Youth Dispensary,13737,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Nyalkinyi (Jersey) Dispensary,16986,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Iranda Subcounty Referal Hospital,13620,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Lokitaung Sub County Hospital,15062,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kenya Navy (Mir) Hospital,11459,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Ngong Sub-District Hospital,15351,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Chepterwai Sub-County Hospital,14369,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Baragu Health Centre,11942,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Nanyuki District Hospital,15305,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Dundori Health Centre,14424,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Ngenda Health Centre,10864,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kiambu District Hospital,10539,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Abel Migwi Johana Laboratory,10001,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kandiege Sub-District Hospital,13653,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Tenwek Mission Hospital,15719,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Eldama Ravine District Hospital,14432,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Nyikendo Medical Clinic,18052,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Msomi Complex Medical Clinic,18055,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kigoro Dispensary,10586,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Marereni Dispensary,11563,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Magina Health Centre,13751,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Sericho Health Centre,12729,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Chogoria (PCEA) Hospital,11970,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Ololulunga sub county Hospital,15423,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Ouya Dispensary,14005,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Hola District Hospital,11411,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Taveta District Hospital,11840,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Ol-Rongai Dispensary (Rongai),15432,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Mrima (Catholic) Dispensary,11651,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Mogotio sub county hospital,15200,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Shimoni Dispensary,11789,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Gitare Health centre (Gatundu),10257,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kimugul Dispensary (Kipkelion),14882,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Maragua Ridge Health Centre,10687,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Ngao Sub-County Hospital,11711,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Matondoni Dispensary,11579,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Ndhiwa District Hospital,13841,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kiria Health Centre,10624,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kabiyet Sub County Hospital,14623,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Sekenani Health Centre,15541,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Unilever Central Hospital,15761,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Mukothima Health Centre,12560,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Gucha District Hospital,13594,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
St Mary Health Centre (Kiserian),15652,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kimana Health Centre,14868,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Vigurungani Dispensary,11880,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Garbatulla District Hospital,12029,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Ngano Health Centre,10856,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Nakuru War Memorial Hospital,15289,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
GK Prison Dispensary (Kingongo),10286,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kiane Medical & Eye Clinic,10554,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Randung' Dispensary,14031,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Sigowet Sub-District Hospital,15568,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kapsabet Health Care Centre,17632,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
St Catherine Napetet Dispensary,15634,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Tausa Health Centre,11839,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Baraka Medical Clinic (Turkana Central),14231,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Baricho Health Centre,10049,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Sosiot Health Centre,15617,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kimsaw Medical Clinic,14880,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Challa Dispensary,11278,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kitobo Dispensary (Taveta),11490,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Bondo District Hospital,13507,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kimbimbi Sub-District Hospital,10609,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kemeloi Health Centre,14825,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Gathambi Health Centre,10213,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
St John Cottage Health Centre,15643,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Yokia Dispensary,14176,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Isinya Health Centre,14582,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kajieyi Dispensary,13646,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kurangurik Dispensary,15002,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kimout Dispensary,14870,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Makuyu Health Centre,10674,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Nkararo Health Centre,15362,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kilifi Plantation Dispensary,11475,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Cmf Aitong Health Centre,14394,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
St Therese Dispensary,15667,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Naivasha Max Prison Health Centre,15281,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
GK Prisons Dispensary (Kericho),14521,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Ndeiya Health Centre,10831,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Olbollosat Dispensary,10911,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Mangai Dispensary,11560,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Olando Dispensary,13974,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kanyenyaini Health Centre,10474,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Sotik Health Centre,15619,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kenyatta National Hospital,13023,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Karuri Sub District Hospital,10507,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Matuu District Hospital,12488,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
St Joseph Catholic Dispensary,11041,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Ikombe Disp,12078,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Kabiemit Dispensary (Mosop),14618,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Takitech Dispensary,15700,2017Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
Ranen (SDA) Dispensary,14032,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Nyarami VCT,17738,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Nyankore Health Center,21101,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
IMC Tekeleza DICE Clinic Karungu,19929,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Sango Rota Dispensary,14066,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Kuoyo Kaila Dispensary,17171,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Manyuanda Sub County Refferal Hospital,13770,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Olasi Dispensary (Nyando),13976,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Bodi Health Centre,13503,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Komosoko Dispensary,13716,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Kogelo Oasis Medical Clinic,21157,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Nyakach (AIC) Dispensary,13881,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Pastor Machage Memorial Hospital,14014,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Kolenyo Dispensary,17172,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Rodi Dispensary,14057,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Family Health Options Kenya (FHOK) Dispensary,13552,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
St Monica Rapogi Health Centre,14121,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Sondu Health Centre,14096,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
P&D Clinic,21138,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Asat Beach Dispensary,13487,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Kochola Dispensary,20134,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Nyaburi Clinic,13865,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Tumaini Sondu Disc Clinic,20934,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Opapla Dispensary,13990,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Kombewa County Refferal Hospital,13714,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Ojola Dispensary,13971,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Isibania Sub-District Hospital,13625,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Maseno Mission Hospital,13781,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Bondo Dispensary,21191,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Nyangande Health Center,13923,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
St Elizabeth Chiga Mission Hospital,14106,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Hekima HTC Center,20093,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Ntimaru Sub-District Hospital,13858,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Luciel Dispensary,13736,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Riat Dispensary (Migori),14047,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Kamagambo Dispenasry,13649,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Kibogo Dispensary,13688,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Osingo Dispensary,13996,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Administration Police Dispensary (Kisumu East),13464,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Muchebe Dispensary,13830,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
God Jope Dispensary,13582,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Onyinjo Dispensary,17173,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Koduol Reru Dispensary,,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Royal Nursing Home,14061,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
St. monica Town Clinic,20836,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Mnara Dispensary,13817,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Nyamekongoroto Health Centre,13907,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Brase Clinic and Eye Centre,17731,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Kisumu County Hospital,13704,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Got Nyabondo Dispensary,13591,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Ngodhe Dispensary,13853,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Mv Patel Medical Clinic,13835,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Gods Will Medical Clinic,13586,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Tumaini Dice Dispensary,20523,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Nyaroha Dispensary,22121,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Ombo Kowiti Dispensary,17039,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Marie Stopes Nursing Home (Kisumu),13776,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
GK Prison Dispensary (Migori),17728,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Rabondo Dispensary,14019,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Nyang'oma Sub County Hospital,13928,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Olasi Dispensary,13975,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Jaber Dispensary,20503,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Simba Opepo Dispensary,14088,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Dunga Nursing Home,16661,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Tuungane Youth Centre (Kisumu East),16663,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Osewre Dispensary,20069,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Mamu Medical Clinic,17734,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Midida Dispensary,17342,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Lwanda Konyango VCT Centre (Nyarami),20569,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Nyamanga Dispensary,13896,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Mama Nursing Home,20012,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Miranga Dispensary,20907,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Nyalenda Health Centre,13887,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Railways Dispensary (Kisumu),14027,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Koru Mission Health Centre,13719,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Mama Fridah Clinic,13763,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Ramula Dispensary,20331,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Kwoyo Kodalo Dispensary,13729,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Kolwal Dispensary,17344,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
