no,facility,ward,subcounty,county,mfl_code,orgunitid,support_period,programs,mechanism_name,attribution_id
1444,Lodungokwe Health Centre,Wamba west Ward,Samburu East Sub County,Samburu County,15048,13336,2018Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
1445,KAMWANGU DISPENSARY,Muthambi Ward,Muthambi Sub County,Tharaka Nithi County,21895,2061359,2018Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
1446,Lodokejek Catholic Dispensary,Lodokejek Ward,Samburu Central Sub County,Samburu County,15047,4273,2018Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
1447,Sololo Makutano Dispensary,Sololo Ward,Moyale  Sub County,Marsabit County,17666,13592,2018Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
1448,Turbi Dispensary,Turbi Ward,North Horr  Sub County,Marsabit County,12815,10598,2018Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
1449,Musibiriri Dispensary,Marachi east Ward,Butula Sub County,Busia County,16486,6920,2018Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
1450,Gaciongo Dispensary,Mukothima Ward,Tharaka North Sub County,Tharaka Nithi County,12024,12346,2018Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
1451,Laisamis Sub county Referral Hospital,Laisamis Ward,Laisamis  Sub County,Marsabit County,18856,13212,2018Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
1452,Chuka Cottage Hospital,Karingani Ward,Chuka Sub County,Tharaka Nithi County,11972,4239,2018Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
1453,Kabuodo Dispensary,Nangina Ward,Samia Sub County,Busia County,16480,4928,2018Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
1454,Nachola Dispensary,Nachola Ward,Samburu North Sub County,Samburu County,15270,11101,2018Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
1455,Sirimba Dispensary,Bunyala north Ward,Bunyala Sub County,Busia County,16129,3935,2018Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
1456,Songa Health Centre,Karare Ward,Saku  Sub County,Marsabit County,12741,13593,2018Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
1457,St Mary's Health Unit Chelelemuk,Ang'Urai North Ward,Teso North Sub County,Busia County,16140,10766,2018Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
1458,Lkuroto Dispensary,Maralal Ward,Samburu Central Sub County,Samburu County,17145,10986,2018Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
1459,Ngelechom  Dispensary,Chakol north Ward,Teso South Sub County,Busia County,20181,4679,2018Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
1460,Equity Afia Kawangware,Kawangware Ward,Dagoretti North Sub County,Nairobi County,,7312,2018Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
1461,Kanyuru Dispensary,Marimanti Ward,Tharaka South Sub County,Tharaka Nithi County,12188,9739,2018Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
1462,Lkiloriti Dispensary,Lodokejek Ward,Samburu Central Sub County,Samburu County,20717,9360,2018Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
1463,Among'ura  Dispensary,Chakol south Ward,Teso South Sub County,Busia County,20170,4552,2018Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
1464,Lesidai Dispensary,Loosuk Ward,Samburu Central Sub County,Samburu County,17275,1212,2018Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
1465,Heillu Dispensary,Heillu/Manyatta Ward,Moyale  Sub County,Marsabit County,12057,11204,2018Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
1466,Kwa Vonza Dispensary,Kwavonza/yatta Ward,Kitui Rural Sub County,Kitui County,12396,3015,2018Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
1467,Ledero Dispensary,Maralal Ward,Samburu Central Sub County,Samburu County,15017,12754,2018Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
1468,Magundu Dispensary,Mitheru Ward,Muthambi Sub County,Tharaka Nithi County,12444,11445,2018Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
1469,Rawana Dispensary,Uran Ward,Moyale  Sub County,Marsabit County,18424,7313,2018Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
1470,Kiseuni Dispensary (Kitui),Kanyangi Ward,Kitui Rural Sub County,Kitui County,12344,13994,2018Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
1471,Kyuso District Hospital,Kyuso Ward,Mwingi North Sub County,Kitui County,12420,5642,2018Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
1472,Aboloi Dispensary,Ang'urai south Ward,Teso North Sub County,Busia County,15789,4737,2018Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
1473,Kiangondu Dispensary,Karingani Ward,Chuka Sub County,Tharaka Nithi County,12277,9434,2018Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
1474,Ilika Dispensary,Kwavonza/yatta Ward,Kitui Rural Sub County,Kitui County,12085,3458,2018Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
1475,Kiamuchii Dispensary,Mugwe Ward,Chuka Sub County,Tharaka Nithi County,12273,11779,2018Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
1476,Kyoani Dispensary,Ikutha Ward,Kitui South Sub County,Kitui County,12416,12399,2018Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
1477,Tharaka District Hospital,Marimanti Ward,Tharaka South Sub County,Tharaka Nithi County,12795,11466,2018Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
1478,Bulwani Dispensary,Bunyala south Ward,Bunyala Sub County,Busia County,15822,5979,2018Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
1479,Kyethani Health Centre,Kiomo/kyethani Ward,Mwingi West Sub County,Kitui County,12414,7891,2018Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
1480,Elgade Dispensary,Maikona Ward,North Horr  Sub County,Marsabit County,11999,11155,2018Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
1481,Khunyangu Sub-District Hospital,Kingandole Ward,Butula Sub County,Busia County,15939,5780,2018Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
1482,Boru Haro Model Health Centre,Sagante/jaldesa Ward,Saku  Sub County,Marsabit County,18853,4503,2018Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
1483,Kyatune Health Centre,Ikanga/kyatune Ward,Kitui South Sub County,Kitui County,12410,6402,2018Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
1484,Kyangunga Health Centre,Mulango Ward,Kitui Central  Sub County,Kitui County,12406,6400,2018Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
1485,Loiyangalani Dispensary,Loiyangalani Ward,Laisamis  Sub County,Marsabit County,12432,11145,2018Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
1486,Kyambiti Dispensary,Mulango Ward,Kitui Central  Sub County,Kitui County,18083,6456,2018Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
1487,Sikarira Dispensary,Marachi north Ward,Butula Sub County,Busia County,16485,6941,2018Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
1488,Kyamatu Dispensary,Voo/kyamatu Ward,Kitui East Sub County,Kitui County,12403,1359,2018Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
1489,Dukana Health Centre,Dukana Ward,North Horr  Sub County,Marsabit County,11990,11241,2018Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
1490,Kyaango Dispensary,Voo/kyamatu Ward,Kitui East Sub County,Kitui County,17939,3406,2018Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
1491,Godoma Model Health Centre (Moyale),Golbo Ward,Moyale  Sub County,Marsabit County,12050,13079,2018Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
1492,Kivuuni Dispensary,Mbitini Ward,Kitui Rural Sub County,Kitui County,12379,10433,2018Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
1493,Konyu Dispensary,Tharaka Ward,Mwingi North Sub County,Kitui County,12383,1299,2018Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
1494,Upendo Medical Clinic (Kitui),Kauwi Ward,Kitui West  Sub County,Kitui County,12826,11477,2018Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
1495,Ol-Torot Dispensary,Loiyangalani Ward,Laisamis  Sub County,Marsabit County,12699,13519,2018Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
1496,Kathome Health Centre,Kwavonza/yatta Ward,Kitui Rural Sub County,Kitui County,18514,6645,2018Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
1497,Kolanya Salvation Army Dispensary,Ang'urai east Ward,Teso North Sub County,Busia County,15953,10811,2018Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
1498,Maliku Health Centre,Kisasi Ward,Kitui Rural Sub County,Kitui County,12460,12719,2018Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
1499,Kiviu Dispensary,Miambani Ward,Kitui Central  Sub County,Kitui County,12378,7149,2018Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
1500,Ndiuni Health Centre,Kwamutonga/kithumula Ward,Kitui West  Sub County,Kitui County,12638,12493,2018Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
1501,Merille Health Centre,Laisamis Ward,Laisamis  Sub County,Marsabit County,16217,13393,2018Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
1502,Kitui District Hospital,Township Ward,Kitui Central  Sub County,Kitui County,12366,5262,2018Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
1503,Magutuni District Hospital,Mwimbi Ward,Mwimbi Sub County,Tharaka Nithi County,12445,11733,2018Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
1504,Kisima Health Centre,Lodokejek Ward,Samburu Central Sub County,Samburu County,14943,1989,2018Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
1505,Mukhobola Health Centre,Bunyala Central Ward,Bunyala Sub County,Busia County,16029,5981,2018Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
1506,Kisayani Health Centre,Mutomo Ward,Kitui South Sub County,Kitui County,12342,12716,2018Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
1507,Namboboto Dispensary,Namboboto Nambuku Ward,Samia Sub County,Busia County,16067,4617,2018Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
1508,Muselele Dispensary,Kwavonza/yatta Ward,Kitui Rural Sub County,Kitui County,18507,6631,2018Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
1509,Kirimun GK Dispensary,Lodokejek Ward,Samburu Central Sub County,Samburu County,14515,10858,2018Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
1510,Kieni Health Centre (Maara),Mwimbi Ward,Mwimbi Sub County,Tharaka Nithi County,12295,11713,2018Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
1511,North Horr Health Centre,North Horr Ward,North Horr  Sub County,Marsabit County,12668,13486,2018Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
1512,Musengo Medical Services,Kauwi Ward,Kitui West  Sub County,Kitui County,17447,7154,2018Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
1513,Tulia Health Centre,Mutongoni Ward,Kitui West  Sub County,Kitui County,12806,9010,2018Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
1514,Kaanwa Dispensary,Mariani Ward,Igambang'ombe Sub County,Tharaka Nithi County,12119,3330,2018Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
1515,Chuka County Refferal Hospital,Karingani Ward,Chuka Sub County,Tharaka Nithi County,11973,1169,2018Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
1516,Apokor Dispensary,Amukura central Ward,Teso South Sub County,Busia County,15802,12718,2018Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
1517,St Monica Catholic Dispensary (Nguutani),Nguutani Ward,Mwingi West Sub County,Kitui County,16657,13482,2018Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
1518,Baragoi Sub-District Hospital,El-barta Ward,Samburu North Sub County,Samburu County,14228,13421,2018Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
1519,Kinakoni Dispensary,Voo/kyamatu Ward,Kitui East Sub County,Kitui County,12320,4011,2018Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
1520,Kimweli Dispensary,Ikutha Ward,Kitui South Sub County,Kitui County,17605,12384,2018Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
1521,Malabot Dispensary,North Horr Ward,North Horr  Sub County,Marsabit County,18831,11022,2018Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
1522,Materi Girls Dispensary,Chiakagira Ward,Tharaka South Sub County,Tharaka Nithi County,12481,9684,2018Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
1523,Kamboe Dispensary,LOGLOGO Ward,Laisamis  Sub County,Marsabit County,16216,13125,2018Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
1524,Kate Dispensary,Butiye Ward,Moyale  Sub County,Marsabit County,17668,11177,2018Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
1525,Kambandi Dispensary,Mugwe Ward,Chuka Sub County,Tharaka Nithi County,12162,11780,2018Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
1526,Kamanyaki Dispensary,Chiakagira Ward,Tharaka South Sub County,Tharaka Nithi County,12161,11279,2018Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
1527,AKIRIAMAS DISPENSARY,Amukura west Ward,Teso South Sub County,Busia County,21034,1156,2018Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
1528,Kilawa Dispensary,Athi Ward,Kitui South Sub County,Kitui County,16648,12010,2018Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
1529,Masimba Dispensary,Kanyangi Ward,Kitui Rural Sub County,Kitui County,18509,10085,2018Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
1530,Maikona  Catholic Dispensary,Maikona Ward,North Horr  Sub County,Marsabit County,12446,13281,2018Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
1531,Kitungati Dispensary,Kisasi Ward,Kitui Rural Sub County,Kitui County,12372,6298,2018Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
1532,Kea Dispensary,Nguutani Ward,Mwingi West Sub County,Kitui County,12268,7294,2018Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
1533,Kakeani Health Centre,Mutongoni Ward,Kitui West  Sub County,Kitui County,12134,4022,2018Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
1534,Namusala Community Dispensary,Elugulu Ward,Butula Sub County,Busia County,21059,5805,2018Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
1535,Gatab Health Centre,Loiyangalani Ward,Laisamis  Sub County,Marsabit County,12030,11120,2018Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
1536,Kavuvwani Dispensary,Kiomo/kyethani Ward,Mwingi West Sub County,Kitui County,12264,7548,2018Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
1537,Rukenya Dispensary,Marimanti Ward,Tharaka South Sub County,Tharaka Nithi County,16241,11782,2018Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
1538,Don Bosco Korr Dispensary,Korr/ngurunit Ward,Laisamis  Sub County,Marsabit County,12385,14413,2018Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
1539,Gatunga Model H/C,Gatunga Ward,Tharaka North Sub County,Tharaka Nithi County,18080,5794,2018Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
1540,Bukhalalire Dispensary,Marachi central Ward,Butula Sub County,Busia County,17158,5520,2018Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
1541,Mbusyani Dispensary,Kisasi Ward,Kitui Rural Sub County,Kitui County,12509,13948,2018Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
1542,Dirib Gombo Dispensary,Sagante/jaldesa Ward,Saku  Sub County,Marsabit County,11986,11127,2018Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
1543,Dambalafachana Health Centre,Obbu Ward,Moyale  Sub County,Marsabit County,11985,11180,2018Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
1544,Sagante Dispensary,Sagante/jaldesa Ward,Saku  Sub County,Marsabit County,12723,13550,2018Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
1545,Busibwabo Dispensary,Busibwabo Ward,Matayos Sub County,Busia County,15835,5176,2018Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
1546,Kiriani Dispensary,Chogoria Ward,Mwimbi Sub County,Tharaka Nithi County,12331,11664,2018Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
1547,Kavuta Dispensary,Kyangwithya west Ward,Kitui Central  Sub County,Kitui County,12262,6380,2018Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
1548,Joy Medical Clinic-Chuka,Karingani Ward,Chuka Sub County,Tharaka Nithi County,19952,11612,2018Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
1549,Kaumu Health Centre,Zombe/mwitika Ward,Kitui East Sub County,Kitui County,12253,6431,2018Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
1550,Kajuki Health Centre,Igambang`ombe Ward,Igambang'ombe Sub County,Tharaka Nithi County,12132,11534,2018Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
1551,Kinisa Dispensary,Golbo Ward,Moyale  Sub County,Marsabit County,12322,13176,2018Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
1552,Ngangani Dispensary,Kisasi Ward,Kitui Rural Sub County,Kitui County,12646,10419,2018Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
1553,Katyethoka Health Centre,Mutha Ward,Kitui South Sub County,Kitui County,12251,6382,2018Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
1554,Yanzuu Health Centre,Nzambani Ward,Kitui East Sub County,Kitui County,12852,12455,2018Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
1555,Okook Dispensary,Amukura west Ward,Teso South Sub County,Busia County,17245,4697,2018Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
1556,Holy Family Nangina Hospital,Nangina Ward,Samia Sub County,Busia County,16073,5341,2018Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
1557,Kanyongonyo Dispensary,Kanyangi Ward,Kitui Rural Sub County,Kitui County,18508,3173,2018Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
1558,kamuriai Gok Dispensary,Malaba North Ward,Teso North Sub County,Busia County,21024,2329,2018Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
1559,Obekai Dispensary,Amukura central Ward,Teso South Sub County,Busia County,16087,4696,2018Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
1560,Ikuu Dispensary,Magumoni Ward,Chuka Sub County,Tharaka Nithi County,12081,13163,2018Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
1561,Karuguaru Dispensary,Gatunga Ward,Tharaka North Sub County,Tharaka Nithi County,16237,12712,2018Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
1562,Katumbu Dispensary,Chuluni Ward,Kitui East Sub County,Kitui County,12248,6385,2018Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
1563,St Orsola Mission Hospital,Chiakagira Ward,Tharaka South Sub County,Tharaka Nithi County,12769,4317,2018Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
1564,Katulani Sub District Hospital (Kitui),Mulango Ward,Kitui Central  Sub County,Kitui County,16991,2144,2018Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
1565,Bukalama Dispensary,Bukhayo west Ward,Matayos Sub County,Busia County,17156,5125,2018Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
1566,Manyatta Jillo Health Centre,Sagante/jaldesa Ward,Saku  Sub County,Marsabit County,12470,13315,2018Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
1567,Gianchuku Dispensary,Chogoria Ward,Mwimbi Sub County,Tharaka Nithi County,12037,11734,2018Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
1568,Namarei Dispensary,Korr/ngurunit Ward,Laisamis  Sub County,Marsabit County,18930,13467,2018Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
1569,Katse Health Centre,Mumoni Ward,Mwingi North Sub County,Kitui County,12242,2865,2018Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
1570,Uran Health Centre,Uran Ward,Moyale  Sub County,Marsabit County,12828,12331,2018Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
1571,Katilini Health Centre,Athi Ward,Kitui South Sub County,Kitui County,12241,12477,2018Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
1572,Laisamis Catholic Hospital,Laisamis Ward,Laisamis  Sub County,Marsabit County,16215,14408,2018Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
1573,El-Molo Bay Dispensary,Loiyangalani Ward,Laisamis  Sub County,Marsabit County,12001,11142,2018Q3,Nutrition,FHI360 - Nutrition and HIV Program,290977
